ccaa_cd,zbs_residencia_cd,grupo_edad_cd,sexo_cd,tsi_cd,n_poblacion
frbGFkRnkPpgkKNiRZXX,OknRCueDygxaBshQKnuZ,17,9,8,8844
BMzcdIulRdFQyKZeQSgj,sTRKiLLRVIsPagcnuANH,1,0,8,5780
VhkVzbvFBoKOmMsxGiMr,MrvOyRUNYlreSsqIFiQU,17,9,6,6223
eOJZhNpClfISFTBhwvpG,mzFsgoqVyASwrMRkRyGY,10,1,5,2203
zJKZEZKorMrosZKSdhMs,hWxkqglVgRjLSrwqHLsg,18,0,2,8844
sstgEXKxYvQYCISDyuJW,rdprpGNKcqWqjJSXrAqE,14,1,1,3550
ycCngzxTUulNQrvqdOIg,vqziCipCqvYyMBrNPEVZ,8,1,4,4277
OVdqSUpvkZufoRCaMfwR,RCSabyaKnuVHkaNoRQQn,6,9,2,3025
mcnLJVvJTCWBYAiCCmPl,evaHhOGLBJbnluHQpEvS,8,1,0,913
BZcqZIWKzfVNvRvNcMzk,jQYwlBmfxQXYRyMGOVoR,18,1,5,6857
hPHjotcdgmBZAqiVTFQi,XOfGMFJAMJCrKhMDZcjT,7,2,4,6647
ajZTJAEhZizRjyMxxGxU,FIQlXsRSKEsEgKFRjMdy,12,9,2,6619
BmwCYaQHccWBCjUAhdsT,ijbISsThoKHCrRKyguCW,10,0,2,7685
ZDJEnEfNTCWwPZjYZjxO,LdHWGukSDCTERUEehsNL,13,1,6,4600
PBrtQmSeArBfKfgIPBwG,imnLPXlcxDLkGHMyXjUo,15,1,4,478
oNFEYkuJjJjMMfOhHDvp,KqGmPYNZwGypdfoXMEtI,6,9,2,2924
oMttauPRGBXEfEbQbTfE,lhkaVKxpygjyVFOMpckU,12,9,2,7385
tKPZwBfJBGYyiLdgDLPi,mPDaRRrMMKBcLCRBUrPQ,17,0,3,8474
CNRuVDekJcPvMzURvcUX,zPUNCiNUvewCQGuPjigQ,4,0,2,5200
IYBfjbDFqwVxgVfTDgUC,beRoEHbULQJrTXkheGZe,3,2,1,775
eAqXQtPqxlUOpTwaEpWK,dMxjiFAwEkfGNHZjOlld,17,1,3,8360
dtbCByhgidpkiVMCcMra,IzdRBGDQwNhvmnknnBjw,11,0,5,6975
EvJuONkIXPIejkZzSfcF,jcoUlciEgARqKIUAxcbG,2,0,7,2574
DAhUyrtDVNbaBWwlmySO,XLxMjIcQgWyEOqzWwpNo,10,2,4,5445
cJsSKXIXWoCRykecYpuG,LKVuFihOYbfurvMEedYR,16,2,3,6944
rfgwHxEGZwNwLqUlvMPh,cWlBBAgxSLnBFuKxbVdZ,13,1,1,2397
dGVnEoafesJkzojhOzPU,AjDmhpYgMcqdYafLezQd,4,2,8,8292
nWJnDTJZKmJPXwveUUiL,ukVgqeGhzOfacOoBGahG,6,0,0,386
tNvYAsqUleovQAGodKcC,SGZbUVJWaNDLfeqYoefu,1,1,1,1832
DqrIpnApHacqgqdlxqmE,xlrCzRCPkHTxGSOVuGrD,8,2,7,7361
tlzERcNHXewenXuEIylq,wAAjTcNUONtpRqPTznSL,16,9,0,2568
XXGzYfwrKlrKSJIadViH,lYoSkHIyssGAxSEOtYEI,15,1,6,8164
CPVPuNKyjKDwpfgJcBsW,ByCzAHqmbBJHLwgSaODv,6,2,8,4086
dOGmEOLCEbqcKtOTrtjt,ILWrCJjjhUgySbufmPTe,9,2,3,3483
VOLHlpHcimYtzURcuAxl,ljJXwGaVjiljIGoxWVxg,9,9,1,2760
TPnuyJjPIlhaNjFGFDuN,JaGAnyIkTsIHBGDKhwab,3,2,8,1330
dTBhFAjJGOTHQBGtaLvc,ZBhetHjSEBvfQEmaoSKs,5,9,2,4245
MlFvsqVNtvAKVaaQIHpH,BmdsFFVleWRtzjLjhMhJ,1,2,5,3207
ofaHRjCDkzbdKzZeThwO,psqGMMKcfqXHqSftUfPk,17,2,8,8945
eRGNGAHKBVpRfEJMpgoE,PKSsRdnxASFGcGVwZVMd,8,9,8,5352
iguobyFhJieUtXEnDRvy,cIDzMNYrIeSZmzxbhBBb,16,0,6,2119
PSdqfqCQYnCMGpMGxSpN,umTZGFSXCbdZgPtLMbHt,8,1,5,5556
hdGoCeZfeFVMNCGFcCEb,IgkWTxLWkeMRfTsipRBT,2,2,7,5671
SOaOcgBcXrFnOvflfJlg,dUBLEejQDIFGlUNXtDic,2,0,3,955
fstyDKtjRoZzYOLyvxay,jwhIhLrSbsGVSxMOleGa,18,0,0,1103
qUTzhHjLVYvOiFvxvoMT,wYBaawWfTTTjsypZwJQJ,9,9,4,3416
KAREBaYZqcjhTEinBjAf,xWhtKMQgWBHcdWedeIRo,7,2,5,6137
TgrHdPnAHUgDxhZcXYGB,rseIOLOFoqZppttbrJDw,9,1,8,7046
ZdFfBFQwSpfgEWrNKnVM,hGoeJLIZGOixApMAtPOF,17,1,4,9265
jIsSZGwekTkBMhNaMeXC,YPuUISoSsiqaVsEkQpIg,18,0,1,8403
TmKIttHGqpaTTGuiDwqB,qivfIYtbWKmCifyfwoDb,7,1,1,8119
luvhgWiGNwJQwNmnstWg,QqBQQdzNmNTJxGXYWLER,1,1,6,3824
qCgqtCxjxVBZtVhCJHLJ,vpygLtsoFokDrmTEnzJh,17,1,0,7284
DHqkxkOHzlFqiLCmlHNy,YiNPjyeMZrgPfkQzBKNJ,10,1,0,2339
WOyoqYFjEPIHiJaQQrwa,XkfSeGnAJiKIpKSRWrty,13,0,6,5647
FBmarqXQpEEQnORBEYUA,jYHNlBmgAzlpPlHMDtUE,10,9,3,3671
NjlZJlOkWBTdLvoOtdKM,PpUyChQyVzTDvAOtNBJD,2,2,1,5769
UGLqtGNkHqLvBoACETgD,GYFNNyfzIfFHKWqCCnpT,7,1,7,3578
fVWezWOufDiZsbmQBKZr,ZdWKxtJtVuivyLBJlBcZ,16,9,6,1851
bYrzgyIXyAOLikCsMYAs,fJPkIVvKvmxCyflBYPme,7,0,3,4185
vjqmDZZVcbvWhpoeTXCx,egvCYgYkkReOOMNvVzUS,5,1,0,2642
IsjAeVziXzTcxtEzIskb,QvHlenPqxvUyUdudyuEZ,9,1,8,9965
xkDVVkVhQmbzrUNwsHJb,eSIiobuXyvkURcsuroHL,17,2,4,6196
xLdOgAojieGFsPAwzXrp,qsmIUReeUcWZkZodfZwX,13,0,2,548
PusbEVBIBELzmFtjaEBZ,ykWBfUBuDERGIbNjUTow,1,0,5,5751
HJTNyvMUQfQdGLkcNruQ,SvLkaBONqTHHQbalSQUA,8,2,2,7724
LrHgWpSPOAjCFjfNmzfO,rzldGGabVWsHlmMaXxJH,7,9,4,8192
aNeLCjGdXsblGYGPbSgw,mhDNqdzbcFsgliWdxQkI,14,0,1,6863
scaRqffeQMUFQwVrYePM,LuHdDbixZyJINeUQmdeh,3,9,2,7111
XObIcYYJEXnHMLwjXDCO,awkeUDLtwhCTnLNSLSny,18,2,1,9461
xlHfpUvFVOCxBRcITLvU,tqUpEQetjNpEPyeWNQIf,17,0,8,6586
jztSQyBFSZiXAiqHDkuK,AMzaRAidLyOOZSyeQobb,4,0,1,218
pcbaNJpByGZDQPpVTFdC,fVEinhEgvRNHvIPCQkDI,10,0,4,6113
QTRrkwWKaijHfWwJlAFq,IYnOVlPFWXleXldUNQfN,6,9,7,2053
HKGEsGevBIIAHjmoOVUC,WmjcfpLdTaNjhzegdXmD,3,0,0,9770
PBqMMSQUXEAbgckYcgjv,YUaMqfexZPQvsBcjbkHF,8,2,8,1172
DxZumBjpcELeryVNlJJy,BDyyDjJkZDqNPwhohjlw,7,9,6,7146
iIfNXJChDJXyVaVwPzlu,MtfvEEWgHgDPlsmsYfXS,14,0,6,5672
nLZWwsJCEfvDtpDQuQDB,UooTrGtDpJzCnqztmvsO,3,9,8,8584
uhQxixhJAgYvJRKSjjgO,nWVmbtiHODqsNUNwcXgX,7,2,8,4455
HbIWNBSKduKdEvFoOxzu,JMXVaqAaesAoCxDBShKm,10,1,1,7479
JkxPBCTsVDsCPuEufZka,PyqIbFSGclhZWHorgzkv,8,0,1,5644
BLvoTIWcxzJTiDafyAYL,XBTWXHQPePjZTrilpohZ,12,1,7,6233
JXKiTAnUtKpPpzTjaXMv,mCnDDbKIamCSRUKFhqiQ,17,0,1,7140
DkpOratzhBlzUXRNUulb,tCyKOhgzFZMdpcaAswJn,8,1,0,6171
umnBSKdAZYhsQZecwrgW,VICrvhuvBJeYujaRejpP,13,1,8,6991
UUuKixtYkZnieaHNMSyX,RBSRjlLovvdjBdkxklxL,16,9,3,7103
uyotNIpRmNiKTbtMnLDz,LRuypnmbTwXtqcDqxsWr,12,9,8,355
qacBRPwvAXUYDHjRkfZQ,HuIeNCUoiEJQZezczAhN,12,1,4,2230
sqJwzhQBqJPafbjsqFkE,HxORQTAXbpjATTyeFQaD,11,2,4,231
ResmlbkMTKXrYUeUPKWP,HUPobwiOjZRPipQhTUEb,17,9,2,2063
wWHSinrIzpsdkhwKWJoj,CDfUzTqpTGciYFEdDjkJ,6,2,6,3948
ZpBMvAVKLBCvzzufiPOy,ekCVOgbWnFfLHBOfJtcM,4,0,6,1389
KNPTIMCNDkUndPManZKm,nmyUdbbMprgnpEVYHdjS,3,2,4,7622
NAbzJueayziQsHtAFsEH,ohFPlzqzQRJHHLReRNtP,13,1,0,7703
rgbGtQyOynFGFHYGiihZ,gVhctaTEbfyQFRyGTylU,8,1,5,1464
oCGcHYOtlLHAKaoThpjC,ZFHNzpJGkoKQHRsvAmeM,4,2,4,2859
GrbMBDXEeISVjCryFpNA,VWEeYmPdtoDzrKfhPSUf,8,9,5,7296
NOvkBNXgaaNWoEWjsJXg,zvyuqhymrAGVcEqVXGWR,12,2,1,5467
SylDGAeWlqtnjjUhcLAJ,LmZEOVrVSsCglwLPncNz,18,9,6,806
WRQzgkPrPnMflpuExzig,gHqBYApRGPxtvSWZPpmt,7,1,2,3559
KamEfdStvlhTOHgpDzCu,zkhjiAvHREJkCYvBMxSh,18,1,7,6612
CLwOZbuMNmmUsRrKBNYo,LqmMfTlJfggaaygrtFaW,14,0,8,2934
FVJNrFxGiKfOmxMslBjm,mqBFCluLgZUaNjFiQEIv,11,1,7,6682
XVJUwvqpYRnUYBXWDFgu,rlOahvmuOjwXzwitEUTR,8,2,8,9729
BQtPZwwppAtmIdRQjXnj,kryBnIXiEtUHPONNOgxX,3,0,7,2459
FHbocNtBuFEYsfwscuSS,xMTvLIgRSxqdjpJEezzl,15,2,4,358
qTqHDxWKlwouPEKzuQae,NgbNqgFgxkDBzsNgWzuM,17,2,7,2648
ZZlfuUrFyrvvEjmxayAB,zFirSmsEKwuvmuMJOWdr,9,2,4,9901
fpqpNCJAOAgajZOdkrWU,FeWCHQbesPRZmnHaGFDg,18,2,7,6431
WbOMdUJEYtHUyZbfklGr,foqiJYsZhbLtaWhvqobI,9,2,0,4167
JJOtXmnnSgzLjzhMmOOK,eQQBdzSwcFZwjpfABmYl,12,9,2,5651
spPHxFiESYFspSAfgsBy,micpSehkrtDDyQYcALSC,11,2,8,2064
OeXFNdcdtFCDvycKstss,HKLylCxHLCPKzfIcAAvz,7,2,7,685
JpZUVFyYRKopIKghGLKP,rwAshaeWZKjpdDLepPHN,7,1,3,4840
sjluveVHWKYTNSMJRuUI,djHHRMDZdVBQmMmeaaMt,11,9,2,7329
hGcrzpXjWcloXJGvBaLD,maXTRlTNTgUlmtxjSXgT,5,1,1,8044
YqepVroEmfGSnOnvJyFK,mqJukOVnHNlFhAOOcxrV,16,0,1,5535
URrixgjvqwjwyikKkOGJ,hmffjCGbMNlHQbfIDxhf,9,2,6,9350
sAyPkKwNoUEeqrHClvVM,uplOSWrayDntffOvVYJM,17,1,8,6733
QtDyDoiIxwzhpcCykIZa,SiMVeaoaypDlhrRGwwmb,9,0,3,4422
LOltfpzzRCDYqBnIJxwu,UNOMXFwpeOlcuKrMJaSg,8,0,3,2983
ZnispbcfdadhUEPOlwQW,WahHdqNEyTyGciGmgeTh,2,1,7,4466
meFZGyosPAmTtBVwjUnf,czLBLMWVyZqmSAVEUzvV,12,1,2,7257
SCQbRIDzULbIsxWDcGGy,RuviAaLPYBmLoMqLvJuQ,15,2,6,7902
hjqCENqWEaFIPXxnIzMJ,yqTzqjbVPSVfLGHjqHHt,16,2,2,4629
kAlbiELTAnKfltPtZBhC,IzwXDGuWWDnqYGbVdJBZ,7,2,4,3730
HoLYIhkbByoLuAKsZYwA,ewIOLoXYMqMwYioUFIWE,7,0,4,9998
cIgxqpshWLWehZvgsVea,FfmzJEXTcQgMPhjvqSSC,2,1,8,3399
klyoPwunWwnvsDYGiVqu,rtZGQDRfIKbYAAZTrSrz,13,0,7,7901
LCuWwnYufsHkSJaiQtoD,eCgbOuhgWcTlPLgJYttl,18,0,8,8413
qnulUZOJMVCXHHpKtDpY,vbFnUXaeKVTIvOPvrCFD,2,1,2,2755
kbKXGdGQniNwmOpXEQAd,xlwboIIPugKsnsmtlZTh,3,2,7,8325
ppYoxIdxohTucWWWOolK,PrIkhypImqXRUBUmoDJt,8,2,8,1702
DHmaWxxvgttsQkojfHKV,SYlYKrBYvUMwCJnBEgLG,14,1,6,1902
